co_code|company_name|owner_code|owner_gp_name|co_industry_gp_code|co_industry_name|incorporation_year|nse_symbol|bse_scrip_id
24570|FAZE THREE AUTOFAB LTD.|020102000000|Private (Indian)|0101011590000000|Other textiles|1997|NA|FAZE3AUTO
24616|AURANGABAD PAPER MILLS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1974|AURANPAPER|AURANPAP
24638|AURIFEROUS AQUA FARMS LTD.|020102000000|Private (Indian)|0101011101702000|Marine foods|1993|NA|AURIFEROUSAQ
24663|AURO LABORATORIES LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1989|NA|AUROLAB
24685|AUROBINDO PHARMA LTD.|020101020123|Aurobindo Pharma Group|0101012030000000|Drugs & pharmaceuticals|1986|AUROPHARMA|AUROPHARMA
24689|AUROBRITE TRADING LTD.|020102000000|Private (Indian)|NA|NA|NA|NA|MADALSA AGRO
24697|AUROKNIT EXPORTS (INDIA) LTD.|020102000000|Private (Indian)|0101011505000000|Cloth|1987|NA|ARONIEP
24700|AUROMA COKE LTD.|020102000000|Private (Indian)|0101020100000000|Coal & lignite|1993|NA|AUROCOK
24704|AUROMED LTD.|020102000000|Private (Indian)|0110000000000000|Diversified|1995|NA|AUROMED
24707|AUROPLAST INDIA LTD.|020102000000|Private (Indian)|0101015003000000|Glass & glassware|1981|NA|NA
24735|AURUM ELECTRICALS INDIA LTD.|020102000000|Private (Indian)|0101014010900000|Other electronics|1989|NA|NA
24774|AUSTIN ENGINEERING CO. LTD.|020102000000|Private (Indian)|0101014001010000|General purpose machinery|1978|NA|AUSTENG
24857|AUTO PINS (INDIA) LTD.|020102000000|Private (Indian)|0101014502059000|Other automobile ancillaries|1975|NA|AUTOPINS
24876|AUTO TENSION LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1985|NA|ATOTNSN
24896|AUTOCOMPS INDIA LTD.|020102000000|Private (Indian)|0101014502059000|Other automobile ancillaries|1985|NA|SACHI
24915|T V S AUTOLEC LTD. [MERGED]|020101011000|T.V.S. Iyengar Group|0101014502059000|Other automobile ancillaries|1980|AUTOLEC|TVS AUTOLEC
24919|AUTOLINE INDUSTRIES LTD.|020102000000|Private (Indian)|0101014502059000|Other automobile ancillaries|1996|AUTOIND|AUTOIND
24921|AUTOLITE (INDIA) LTD.|020101030161|Autopal Group|0101014502059000|Other automobile ancillaries|1977|AUTOLITIND|AUTOLITIND
24967|AUTOMOBILE CORPN. OF GOA LTD.|020101010100|Tata Group|0101014502059000|Other automobile ancillaries|1980|AUTOCORP|ACGL
24969|AUTOMOBILE PRODUCTS OF INDIA LTD.|020101011400|Chidambaram M.A. Group|0102040000000000|Other fund based financial services|1949|NA|AUTOPRD
24976|AUTOMOTIVE AXLES LTD.|020101013900|Kalyani (Bharat Forge) Group|0101014502059000|Other automobile ancillaries|1981|AUTOAXLES|AUTOAXLES
25009|AUTOPAL INDUSTRIES LTD.|020101030161|Autopal Group|0101012525900000|Other domestic appliances|1985|AUTOPALIND|AUTOPAL
25020|AUTORIDERS FINANCE LTD.|020101030160|Autoriders Group|0102040000000000|Other fund based financial services|1985|AUTORIDFIN|AUTORIDFIN
25021|AUTORIDERS INTERNATIONAL LTD.|020101030160|Autoriders Group|0101041510000000|Business services & consultancy|1985|NA|AUTOINT
25089|AVAILABLE FINANCE LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1993|NA|AVAILFC
25159|AVANTEL LTD.|020102000000|Private (Indian)|0101014010050000|Communication equipment|1990|NA|AVANTEL
25176|AVANTI FEEDS LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1993|AVANTIFEED|AVANTI
25177|SARTHAK GLOBAL LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1985|NA|SARTHAKGL
25188|SARTHAK INDUSTRIES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1982|SARTHAKIND|SARTHAKIND
25287|BAYER CROPSCIENCE INDIA LTD. [MERGED]|020202000000|Private (Foreign)|0101012020000000|Pesticides|1994|AGREVOIND|BAYER CROPSC
25290|SANOFI INDIA LTD.|020201020600|Aventis (F) Group|0101012030000000|Drugs & pharmaceuticals|1956|SANOFI|SANOFI
25323|AVERY INDIA LTD.|020202000000|Private (Foreign)|0110000000000000|Diversified|1947|AVERY|AVERY
25374|AVIKEM RESINS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1990|NA|AVIKMRS
25399|AVINASH INFORMATION TECHNOLOGIES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1995|NA|AVINF
25487|DIVINUS FABRICS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1984|NA|DIVINUS
25565|AVON INDUSTRIES LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1988|AVONIND|AVNCPRN
25570|AVON MERCANTILE LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1985|NA|AVONMERC
25574|KOBO BIOTECH LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1993|NA|KOBO
25580|C N I RESEARCH LTD.|020102000000|Private (Indian)|0101040601000000|Telecommunication services|1982|NA|CNIRESLTD
25600|AVON CORPORATION LTD.|020102000000|Private (Indian)|0101014010900000|Other electronics|1999|NA|AVONCORP
25622|AVRON INVESTMENTS LTD.|020102000000|Private (Indian)|NA|NA|1980|NA|NA
25698|AWAS AYOGEN VITTNIGAM LTD.|020102000000|Private (Indian)|0102200000000000|Diversified financial services|1990|NA|AWAS AYOGEN
25727|AXEL POLYMERS LTD.|020102000000|Private (Indian)|0101012040000000|Polymers|1992|NA|AXELPOLY
25754|ELIXIR CAPITAL LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1994|NA|ELIXIR
25782|AXON VENTURES LTD. [MERGED]|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1982|NA|AXONVL
25790|AXTEL INDUSTRIES LTD.|020102000000|Private (Indian)|0101014001050000|Industrial machinery|1991|NA|AXTEL
25808|AYEPEE LAMITUBES LTD. [MERGED]|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1984|NA|AYPLAMI
25838|AYOKI MERCHANTILE LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1985|NA|AYOME
25932|GLOBAL VECTRA HELICORP LTD.|020102000000|Private (Indian)|0101040503010000|Air transport services|1998|GLOBALVECT|GLOBALVECT
25979|AZTECSOFT LTD. [MERGED]|020102000000|Private (Indian)|0101040801000000|Computer software|1995|AZTECSOFT|AZTECSOFT
26005|B & A LTD.|020102000000|Private (Indian)|0101011101050000|Tea|1915|NA|BNALTD
26006|B & A PACKAGING INDIA LTD.|020102000000|Private (Indian)|0101015001100000|Paper products|1986|NA|BAPACK
26039|B 2 B SOFTWARE TECHNOLOGIES LTD.|020202010000|NRI|0101041510000000|Business services & consultancy|1994|NA|B2BSOFT
26061|B A G FILMS & MEDIA LTD.|020102000000|Private (Indian)|0101041520150000|Media-content|1993|BAGFILMS|BAGFILMS
26076|B A S F INDIA LTD.|020201023900|BASF (F) Group|0110000000000000|Diversified|1943|BASF|BASF
26095|B ARUNKUMAR'S INTERNATIONAL LTD. [MERGED]|020102000000|Private (Indian)|0101012520000000|Gems & jewellery|1985|NA|B ARUN KUMAR
26124|DWITIYA TRADING LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1978|NA|DWITIYA
26213|HEMANG RESOURCES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1993|NA|HEMANG
26214|B C C FUBA INDIA LTD.|020102000000|Private (Indian)|0101014010900000|Other electronics|1985|NA|BCCFUBA
26258|B C L FINANCIAL SERVICES LTD.|020102000000|Private (Indian)|0102031500000000|Other asset financing services|1988|NA|BCLFSER-B
26260|B C L FORGINGS LTD.|020102000000|Private (Indian)|0101013501150000|Castings & forgings|1967|NA|BCLFRG***
26365|B D H INDUSTRIES LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1990|NA|BDH
26369|B D INDUSTRIES LTD.|020102000000|Private (Indian)|0101013501100000|Steel|1983|NA|BD INDS
26474|B F L ASSET FINVEST LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1995|NA|BFLAFL
26485|B F UTILITIES LTD.|020101013900|Kalyani (Bharat Forge) Group|0101030110000000|Renewable electricity|2000|BFUTILITIE|BFUTILITIE
26629|B I L INDUSTRIES LTD.|020101030184|Bhupendra Group|0101040401000000|Wholesale trading|1988|BHUPENIND|BILINDU
26633|BILCARE LTD.|020102000000|Private (Indian)|0101012045100000|Plastic packaging goods|1987|NA|BI
26647|B I T S LTD.|020101030979|S R G Infotec Group|0101041510000000|Business services & consultancy|1992|NA|BITS
26658|B J DUPLEX BOARDS LTD.|020102000000|Private (Indian)|0101041590000000|Other miscellaneous services|1995|NA|BJDUP
26740|B K DUPLEX BOARD LTD.|020102000000|Private (Indian)|0101015001050000|Paper & newsprint|1980|NA|BKDUPLEX
26919|B L B LTD.|020101030169|BLB Group|0102090000000000|Other financial services|1981|BLBLIMITED|BLBLIMITED
26955|B L INDUSTRIES (INDIA) LTD.|020102000000|Private (Indian)|0101012035000000|Organic chemicals|1992|NA|B.L. IND.LTD
26964|B L KASHYAP & SONS LTD.|020102000000|Private (Indian)|0101060201000000|Industrial construction|1989|BLKASHYAP|BLKASHYAP
26990|B L S INFOTECH LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1985|NA|BLSINFOTE
27031|B M B MUSIC & MAGNETICS LTD.|020102000000|Private (Indian)|0101041520010000|Production & distribution of films|1991|NA|BMBMUMG
27180|B M W INDUSTRIES LTD.|020102000000|Private (Indian)|0101013501500000|Other ferrous metal products|1981|NA|BMW
27247|QUEST CAPITAL MARKETS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1986|NA|QUESTCAP
27289|B N R UDYOG LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1994|NA|BNRUDY
27292|B N RATHI SECURITIES LTD.|020102000000|Private (Indian)|0102050100000000|Securities broking|1985|NA|BNRSEC
27319|B NANJI ENTERPRISES LTD.|020102000000|Private (Indian)|0101060209000000|Other construction & allied activities|1982|NA|BNANJEN
27347|LINDE INDIA LTD.|020201020900|Linde (F) Group|0101012001000000|Inorganic chemicals|1935|LINDEINDIA|LINDEINDIA
27378|B P CAPITAL LTD.|020102000000|Private (Indian)|0101043500000000|Diversified non-financial services|1994|NA|BPCAP
27423|B P L DISPLAY DEVICES LTD.|020101012800|B P L Group|0101014010900000|Other electronics|1985|NA|UPTRON COL(P
27424|B P L ENGINEERING LTD.|020101012800|B P L Group|0101014001010000|General purpose machinery|1982|BPLENGG|BPLENG
27428|B P L LTD.|020101012800|B P L Group|0101014010900000|Other electronics|1963|BPL|BPL
27694|B S APPLIANCES LTD.|020101012800|B P L Group|0101012525900000|Other domestic appliances|1989|BPLSANUTIL|BPL SAN UTIL
27739|B S E L INFRASTRUCTURE REALTY LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1995|BSELINFRA|BSELINFRA
27747|RELIANCE INFRASTRUCTURE LTD.|020101010302|Reliance Group [Anil Ambani]|0101060201000000|Industrial construction|1929|RELINFRA|RELINFRA
27766|ALLIANCE INTEGRATED METALIKS LTD.|020101030126|Amtek Group|0101013501500000|Other ferrous metal products|1989|NA|AIML
27775|B S I LTD.|020101030183|Bhopal Sugar Industries Group|0101011101150000|Sugar|1943|BSI|BSILTD
27798|B S L LTD.|020101015000|LNJ Bhilwara Group|0101011505000000|Cloth|1970|BSL|BSL
27842|B S REFRIGERATORS LTD.|020101012800|B P L Group|0101012045400000|Plastic furniture, floorings & miscellaneous items|1987|BPLREFRIG|BS REFRIGE
27870|B S T LTD.|020101012800|B P L Group|0101012525050000|Consumer electronics|1981|BPLSANTECH|BPL SANYOTEC
27966|NIVAKA FASHIONS LTD.|020102000000|Private (Indian)|0101040405000000|Retail trading|1983|NA|NIVAKA
27973|B T W INDUSTRIES LTD.|020102000000|Private (Indian)|0101013025000000|Granite|1988|BTWIND|BTW IND.
28058|B W L LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1971|NA|BWLLTD
28219|BABHNAN SUGAR MILLS LTD. [MERGED]|020102000000|Private (Indian)|0101011101150000|Sugar|1991|BABHNANSUG|BABHNAN SUG.
28346|BACIL PHARMA LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1987|NA|BACPHAR
28469|BAFFIN ENGINEERING PROJECTS LTD.|020102000000|Private (Indian)|0101060209000000|Other construction & allied activities|1995|NA|BAFEG
28503|BAFNA PHARMACEUTICALS LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1995|BAFNAPH|BAFNAPHARM
28507|BAFNA SPINNING MILLS & EXPORTS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1990|NA|BAFNASP
28514|BAGADE INDIA ENGG. LTD.|020102000000|Private (Indian)|0101013505010000|Aluminium & aluminium products|1988|NA|BAGADE(I) EN
28516|FUNDVISER CAPITAL (INDIA) LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1985|NA|FUNDVISER
28629|BAGRI MINERALS & CHEMICALS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1979|NA|BAGRI MINRLS
28647|BAGWE UDYOG LTD.|020102000000|Private (Indian)|0101013505050000|Copper & copper products|1990|NA|BAGWE UDYOG
28754|BAHUMA POLYTEX LTD.|020102000000|Private (Indian)|0101011515000000|Textile processing|1986|NA|BAHUMA POLYT
28785|BAID FINSERV LTD.|020102000000|Private (Indian)|0102030100000000|Auto finance services|1991|NA|BAIDFIN
28897|BAJAJ FINANCE LTD.|020101010700|Bajaj Group|0102031500000000|Other asset financing services|1987|BAJFINANCE|BAJFINANCE
28899|BAJAJ HOLDINGS & INVST. LTD.|020101010700|Bajaj Group|0102040000000000|Other fund based financial services|1945|BAJAJHLDNG|BAJAJHLDNG
28920|BAJAJ ELECTRICALS LTD.|020101010700|Bajaj Group|0101040401000000|Wholesale trading|1938|BAJAJELEC|BAJAJELEC
28929|BAJAJ GLOBAL LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1985|NA|BAJGLOB
28931|BAJAJ HEALTHCARE LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1993|BAJAJHCARE|BAJAJHCARE
28932|BAJAJ HINDUSTHAN SUGAR LTD.|020101010700|Bajaj Group|0101011101150000|Sugar|1931|BAJAJHIND|BAJAJHIND
28933|TRINITY BIO-TECH LTD.|020102000000|Private (Indian)|0101011150000000|Other agricultural products|1988|NA|TRINITY
28958|WOPOLIN PLASTICS LTD.|020101010700|Bajaj Group|0101012045100000|Plastic packaging goods|1970|WOPOLIN|WOPOLIN
28974|BAJAJ STEEL INDS. LTD.|020102000000|Private (Indian)|0101014050000000|Diversified machinery|1961|NA|BAJAJST
28981|FORCE MOTORS LTD.|020101013800|Firodia Group|0101014502010500|Commercial vehicles|1958|FORCEMOT|FORCEMOT
29040|BAJRANG FINANCE LTD.|020101030920|Remi Group|0102040000000000|Other fund based financial services|1971|NA|BAJRFIN
29076|BAJWA AGRO INDS. LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1993|NA|BAJWA AGRO
29083|SANATHNAGAR ENTERPRISES LTD.|020101030676|Lodha Group|0101060209000000|Other construction & allied activities|1947|BAKELHYLAM|SEL
29203|BAL PHARMA LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1987|BALPHARMA|BALPHARMA
29220|BALA TECHNO GLOBAL LTD.|020101030168|Bala Techno Group|0101040401000000|Wholesale trading|1988|NA|BALATECGL
29221|BALA TECHNO INDS. LTD.|020101030168|Bala Techno Group|0101040401000000|Wholesale trading|1990|NA|BALATECIN
29258|BALAJI AMINES LTD.|020102000000|Private (Indian)|0101012035000000|Organic chemicals|1988|BALAMINES|BALAMINES
29266|BALAJI BONDS & HOLDINGS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1982|NA|BALAJI BONDS
29279|B C L ENTERPRISES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1985|NA|BCLENTERPR
29294|BALAJI DISTILLERIES LTD. [MERGED]|020101014500|Balaji (Reddy) Group|0101011101300000|Alcoholic beverages|1983|BALAJIDIST|BALAJIDI
29326|BALAJI FOODS & FEEDS LTD. [MERGED]|020101031103|Venkateshwara Hatcheries [Venky] Group|0101011101200000|Vegetable oils & products|1973|BALAJIFOOD|BALAJI FOODS
29331|BALAJI GALVANISING INDS. LTD.|020102000000|Private (Indian)|0101013501100000|Steel|1989|NA|BLJIGAL
29346|BALAJI HOTELS & ENTERPRISES LTD.|020101014500|Balaji (Reddy) Group|0102031500000000|Other asset financing services|1989|BALAJHOTEL|BALAJHOTEL
29351|BALAJI INDUSTRIAL CORPN. LTD.|020101014500|Balaji (Reddy) Group|0101041590000000|Other miscellaneous services|1984|BALAJIIND|BALAJIIND
29425|BALAJI STEEL TUBES & PIPES LTD.|020102000000|Private (Indian)|0101013501200000|Steel pipes & tubes|1992|NA|BALAJI STEEL
29433|BALAJI TELEFILMS LTD.|020102000000|Private (Indian)|0101041520150000|Media-content|1994|BALAJITELE|BALAJITELE
29455|BALAJI YARN LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1987|NA|BALA YARN(P)
29504|BALARAM CEMENTS LTD.|020102000000|Private (Indian)|0101013001000000|Cement|1985|NA|BALARAM CEM
29606|BALGOPAL HOLDINGS & TRADERS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1982|NA|ZBALGHOL
29657|BALKRISHNA INDUSTRIES LTD.|020101020436|Siyaram Poddar Group|0101014502052000|Tyres & tubes|1961|BALKRISIND|BALKRISIND
29678|BALLARPUR INDUSTRIES LTD.|020101030157|Avantha Group|0101015001050000|Paper & newsprint|1945|BALLARPUR|BALLARPUR
29703|BALMER LAWRIE & CO. LTD.|010101000000|Central Govt. - Commercial Enterprises|0101016000000000|Diversified manufacturing|1924|BALMLAWRIE|BALMLAWRIE
29705|INDIAN MARINE FREIGHT CONTAINER MFG. LTD.|010101000000|Central Govt. - Commercial Enterprises|0101014590000000|Other transport equipment & ancillaries|1994|NA|BALMERL-B
29706|BALMER LAWRIE-VAN LEER LTD.|010101000000|Central Govt. - Commercial Enterprises|0101012045100000|Plastic packaging goods|1962|NA|BLVL
29728|BALRAMPUR CHINI MILLS LTD.|020102000000|Private (Indian)|0101011101150000|Sugar|1975|BALRAMCHIN|BALRAMCHIN
29743|BALSARA HYGIENE PRODUCTS LTD. [MERGED]|020101020136|Dabur Group|0101012501000000|Cosmetics, toiletries, soaps & detergents|1978|NA|BALSARA HYG.
29785|BALURGHAT TECHNOLOGIES LTD.|020102000000|Private (Indian)|0101040501010000|Road transport services|1993|BALURTRANS|BALTE
29807|BALWANT TEXTILES MILLS LTD.|020102000000|Private (Indian)|0101011515000000|Textile processing|1988|NA|BALWANT TEXT
29808|COMMEX TECHNOLOGY LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|2000|NA|COMMEXTECH
29826|BAMBINO AGRO INDS. LTD.|020102000000|Private (Indian)|0101011101701000|Processed foods|1983|NA|BAMBINO
29829|BAMBINO FOOD INDS. LTD. [MERGED]|020102000000|Private (Indian)|0101011101703000|Milling products|1991|NA|BAMBINO FOOD
29843|BAMPSL SECURITIES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1995|NA|BAMPSL
29859|BANARAS BEADS LTD.|020102000000|Private (Indian)|0101015003000000|Glass & glassware|1980|BANARBEADS|BANARBEADS
29884|BANAS FINANCE LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1983|NA|BANASFN
29909|BANCO PRODUCTS (INDIA) LTD.|020202000000|Private (Foreign)|0101014502059000|Other automobile ancillaries|1961|BANCOINDIA|BANCOINDIA
29992|BANG OVERSEAS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1992|BANG|BANG
30023|BANGALORE FORT FARMS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1966|NA|BFFL
30121|BANJARA CEMENTS LTD.|020102000000|Private (Indian)|0101013001000000|Cement|1986|NA|BANJARA CEM.
30136|BANK OF BARODA|010101050000|Bank of Baroda Group|0102010000000000|Banking services|1908|BANKBARODA|BANKBARODA
30148|BANK OF INDIA|010101100000|Bank of India Group|0102010000000000|Banking services|1906|BANKINDIA|BANKINDIA
30151|BANK OF MADURA LTD. [MERGED]|020101030549|I.C.I.C.I. Group|0102010000000000|Banking services|1943|BANKMADURA|BANK OF MADU
30153|BANK OF MAHARASHTRA|020102000000|Private (Indian)|0102010000000000|Banking services|1935|MAHABANK|MAHABANK
30156|BANK OF PUNJAB LTD. [MERGED]|020102000000|Private (Indian)|0102010000000000|Banking services|1994|BANKPUNJAB|BOP
30157|BANK OF RAJASTHAN LTD. [MERGED]|020101020238|Krishna Group|0102010000000000|Banking services|1943|BANKRAJAS|BOR
30165|BANKA (INDIA) LTD.|020102000000|Private (Indian)|0101060201000000|Industrial construction|1986|NA|BANKA
30228|BANNARI AMMAN SPG. MILLS LTD.|020101020125|Bannari Amman Group|0101011501000000|Cotton & blended yarn|1989|BASML|BASML
30230|BANNARI AMMAN SUGARS LTD.|020101020125|Bannari Amman Group|0101011101150000|Sugar|1983|BANARISUG|BANARISUG
30398|WELSPUN GLOBAL BRANDS LTD. [MERGED]|020101031124|Welspun Group|0101040405000000|Retail trading|2000|WELGLOB|WELGLOB
30425|BANSISONS TEA INDS. LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1987|NA|BANSTEA
30442|BANSWARA SYNTEX LTD.|020101030172|Banswara Group|0101011505000000|Cloth|1976|BANSWRAS|BANSWRAS
30443|BANSWARA TEXTILE MILLS LTD. [MERGED]|020101030172|Banswara Group|0101011505000000|Cloth|1979|NA|BANSTEX
30496|B C P L RAILWAY INFRASTRUCTURE LTD.|020102000000|Private (Indian)|0101060203000000|Infrastructural construction|1995|NA|BCPL
30542|BARAK VALLEY CEMENTS LTD.|020102000000|Private (Indian)|0101013001000000|Cement|1999|BVCL|BVCL
30566|BARAR INDUSTRIES LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1989|NA|BARAR INDUS.
30575|VISAGAR POLYTEX LTD.|020101031102|Visagar Group|0101040401000000|Wholesale trading|1983|VIVIDHA|VIVIDHA
30591|SARVOTTAM FINVEST LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1978|NA|SARVOTTAM
30651|BARIUM CHEMICALS LTD.|020101030176|Berlia Group|0101012001000000|Inorganic chemicals|1961|NA|BARIUMC
30676|BARKHA INDUSTRIES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1993|NA|BARKHA INDS.
30712|BARODA AGRO INDS. LTD.|020102000000|Private (Indian)|0101011101700100|Cocoa products & confectionery|1989|NA|BARODA AGRO
30713|BARODA ALLOYS CASTINGS LTD.|020102000000|Private (Indian)|0101013501150000|Castings & forgings|1990|NA|BARODA ALLOY
30715|BARODA CARBONS LTD.|020101030174|Baroda Ferro Group|0101012001000000|Inorganic chemicals|1990|NA|BARODA CARB
30729|BARODA ELECTRIC METERS LTD.|020102000000|Private (Indian)|0101015090000000|Miscellaneous manufactured articles|1961|NA|BAROELE
30731|BARODA EXTRUSION LTD.|020102000000|Private (Indian)|0101013505050000|Copper & copper products|1991|NA|BAROEXT
30732|BARODA FERRO ALLOYS & INDS. LTD.|020102000000|Private (Indian)|0101013501250000|Ferro alloys|1987|NA|NA
30756|BARODA POLYPLAST LTD.|020102000000|Private (Indian)|0101012045100000|Plastic packaging goods|1992|NA|BARODA POLY.
30759|BARODA RAYON CORPN. LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1958|BARODARAYN|BARODARY
30785|BARON INFOTECH LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1996|NA|BARONINF
30882|BASANT AGRO TECH (INDIA) LTD.|020102000000|Private (Indian)|0101012015000000|Fertilisers|1990|NA|BASANTGL
30948|P O C L ENTERPRISES LTD.|020102000000|Private (Indian)|0101013555000000|Diversified metal & metal products|1988|NA|POEL
30974|BASERA CEMENTS LTD.|020102000000|Private (Indian)|0101013001000000|Cement|1991|NA|BASERA CEMEN
